validation loss,epoch,step,training loss
0.12352841347455978,90,17016,
,90,17016,0.10011763125658035
0.12348978966474533,91,17203,
,91,17203,0.09977177530527115
0.1239127367734909,92,17390,
,92,17390,0.09926863014698029
0.12242560088634491,93,17577,
,93,17577,0.09908661991357803
0.12274426221847534,94,17764,
,94,17764,0.09869704395532608
0.12467628717422485,95,17951,
,95,17951,0.09890569001436234
0.12599483132362366,96,18138,
,96,18138,0.09906333684921265
0.12676218152046204,97,18325,
,97,18325,0.0990254282951355
0.12465060502290726,98,18512,
,98,18512,0.09920401871204376
0.125851109623909,99,18699,
,99,18699,0.09914479404687881
0.12676003575325012,100,18886,
,100,18886,0.0988006442785263
0.12975463271141052,101,19073,
,101,19073,0.09856367856264114
0.13123007118701935,102,19260,
,102,19260,0.09862194210290909
0.14034640789031982,103,19447,
,103,19447,0.0990525484085083
0.14221279323101044,104,19634,
,104,19634,0.09969834983348846
0.14143873751163483,105,19821,
,105,19821,0.10026844590902328
0.13759562373161316,106,20008,
,106,20008,0.10050220787525177
0.14030049741268158,107,20195,
,107,20195,0.10151149332523346
0.13428038358688354,108,20382,
,108,20382,0.10137380659580231
0.1293662041425705,109,20569,
,109,20569,0.09936923533678055
0.1285494714975357,110,20756,
,110,20756,0.09818736463785172
0.12540456652641296,111,20943,
,111,20943,0.09807382524013519
0.12063220143318176,112,21130,
,112,21130,0.09710492938756943
0.11895106732845306,113,21317,
,113,21317,0.09628227353096008
0.11619844287633896,114,21504,
,114,21504,0.09581010788679123
0.11569777131080627,115,21691,
,115,21691,0.09539711475372314
0.11498674005270004,116,21878,
,116,21878,0.09553316235542297
0.11768074333667755,117,22065,
,117,22065,0.0956704393029213
0.12046406418085098,118,22252,
,118,22252,0.09583725035190582
0.12236630916595459,119,22439,
,119,22439,0.0952988937497139
0.12621952593326569,120,22626,
,120,22626,0.09556397795677185
0.12546850740909576,121,22813,
,121,22813,0.09607506543397903
0.1257731169462204,122,23000,
,122,23000,0.09635279327630997
0.12015031278133392,123,23187,
,123,23187,0.09681856632232666
0.1163339763879776,124,23374,
,124,23374,0.09666380286216736
0.11422915756702423,125,23561,
,125,23561,0.09776703268289566
0.11437049508094788,126,23748,
,126,23748,0.09616909176111221
0.11526484042406082,127,23935,
,127,23935,0.09536149352788925
0.1155722513794899,128,24122,
,128,24122,0.09554756432771683
0.11565777659416199,129,24309,
,129,24309,0.09667191654443741
0.11874131858348846,130,24496,
,130,24496,0.09808612614870071
0.12464143335819244,131,24683,
,131,24683,0.09717186540365219
0.13365872204303741,132,24870,
,132,24870,0.09643061459064484
0.14395421743392944,133,25057,
,133,25057,0.09687726944684982
0.15607957541942596,134,25244,
,134,25244,0.09823476523160934
0.1495441347360611,135,25431,
,135,25431,0.09908056259155273
0.1403404325246811,136,25618,
,136,25618,0.09753242135047913
0.13706038892269135,137,25805,
,137,25805,0.09602643549442291
0.1327345222234726,138,25992,
,138,25992,0.09494780004024506
0.12964829802513123,139,26179,
,139,26179,0.09415969252586365
0.12813502550125122,140,26366,
,140,26366,0.09374464303255081
0.12481194734573364,141,26553,
,141,26553,0.09345769882202148
0.1242082491517067,142,26740,
,142,26740,0.09306676685810089
0.12287794053554535,143,26927,
,143,26927,0.09304249286651611
0.12377984076738358,144,27114,
,144,27114,0.0930413007736206
0.12039440870285034,145,27301,
,145,27301,0.09359085559844971
0.11931406706571579,146,27488,
,146,27488,0.09363309293985367
0.11854977905750275,147,27675,
,147,27675,0.0937139242887497
0.12211279571056366,148,27862,
,148,27862,0.0937051996588707
0.12901782989501953,149,28049,
,149,28049,0.09460647404193878
0.1285925954580307,150,28236,
,150,28236,0.0959063321352005
0.1199476346373558,151,28423,
,151,28423,0.09556494653224945
0.1159055083990097,152,28610,
,152,28610,0.09507526457309723
0.11328867077827454,153,28797,
,153,28797,0.09524780511856079
0.11441193521022797,154,28984,
,154,28984,0.09503930807113647
0.11725714057683945,155,29171,
,155,29171,0.09358268231153488
0.12045104056596756,156,29358,
,156,29358,0.09271752834320068
0.11924740672111511,157,29545,
,157,29545,0.09213119000196457
0.11773879826068878,158,29732,
,158,29732,0.09150522947311401
0.1174173355102539,159,29919,
,159,29919,0.09131620824337006
0.11474691331386566,160,30106,
,160,30106,0.09086552262306213
0.11681070923805237,161,30293,
,161,30293,0.0905134379863739
0.11398335546255112,162,30480,
,162,30480,0.0901600643992424
0.1166335716843605,163,30667,
,163,30667,0.09034985303878784
0.11682011187076569,164,30854,
,164,30854,0.09032000601291656
0.12378185242414474,165,31041,
,165,31041,0.09047738462686539
0.12310899794101715,166,31228,
,166,31228,0.09067866206169128
0.12624120712280273,167,31415,
,167,31415,0.09071291983127594
0.1232876405119896,168,31602,
,168,31602,0.09060853719711304
